dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,handler_assist_to_screener_vs_ice,Ball Handler - Assists to Screener (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Assists delivered to the screener (roll / pop finish) out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_assist_to_other_vs_ice,Ball Handler - Assists to Others (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Assists delivered to a player other than the screener (kick-out, weak-side skip) out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_assist_opportunity_to_screener_vs_ice,Ball Handler - Assist Opportunities to Screener (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Assist opportunities created for the screener out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_assist_opportunity_to_other_vs_ice,Ball Handler - Assist Opportunities to Others (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Assist opportunities created for a player other than the screener out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_pass_to_screener_vs_ice,Ball Handler - Passes to Screener (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Passes delivered to the screener out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_pass_to_other_vs_ice,Ball Handler - Passes to Others (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,integer,events,"Passes delivered to a player other than the screener out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,handler_picks_vs_over,Ball Handler - Picks (vs Over),Volume,Ball Handler,Defensive coverage,vs Over,integer,events,"Number of on-ball screens the player was involved in as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_points_vs_over,Ball Handler - Points (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,points,"Points generated by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,handler_score_vs_over,Ball Handler - Made Shots (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Number of made field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_miss_vs_over,Ball Handler - Missed Shots (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Number of missed field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_score_2pt_vs_over,Ball Handler - Made 2PT (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Made two-point field goals out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_score_3pt_vs_over,Ball Handler - Made 3PT (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Made three-point field goals out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_miss_2pt_vs_over,Ball Handler - Missed 2PT (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Missed two-point field goals out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_miss_3pt_vs_over,Ball Handler - Missed 3PT (vs Over),Scoring,Ball Handler,Defensive coverage,vs Over,integer,events,"Missed three-point field goals out of picks where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_assist_vs_over,Ball Handler - Assists (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,integer,events,"Assists delivered by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_turnover_vs_over,Ball Handler - Turnovers (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Turnovers committed by the player on picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_foul_vs_over,Ball Handler - Fouls Drawn (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Defensive fouls drawn by the player on picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_pass_vs_over,Ball Handler - Passes (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,integer,events,"Passes made out of the pick action by the player as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen, whether or not they led to a shot."
picks_offense,handler_block_vs_over,Ball Handler - Shots Blocked (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Shots by the player that were blocked on picks where he was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_successful_pick_vs_over,Ball Handler - Successful Picks (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Picks classified as successful for the offence (advantage created: separation, downhill drive, open shot or scoring chance) where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_unsuccessful_pick_vs_over,Ball Handler - Unsuccessful Picks (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Picks classified as unsuccessful for the offence (no advantage created) where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_assist_opportunity_vs_over,Ball Handler - Assist Opportunities (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_shot_taken_vs_over,Ball Handler - Picks Ending in a Shot (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Picks that ended with a shot attempt by the player himself as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen."
picks_offense,handler_only_pass_pick_vs_over,Ball Handler - Pass-Only Picks (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Picks where the player as the ball handler using the on-ball screen only passed the ball out of the action, restricted to picks where the on-ball defender goes over the top of the screen, without shooting or turning it over."
picks_offense,handler_no_outcome_pick_vs_over,Ball Handler - No-Outcome Picks (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Note: this column is 0 for every player in this release."
